"lineRef","stopPointRef","stopPointName","aimedDepartureTime","departureTime","aimedArrivalTime","arrivalTime","dayOfTheWeek"
"SKY:Line:3E","NSR:Quay:53115",,,,"{""value"":""2025-01-30T07:39:00.000Z""}","{""value"":""2025-01-30T07:42:27.000Z""}",4
"SKY:Line:3E","NSR:Quay:53115",,,,"{""value"":""2025-01-30T07:49:00.000Z""}","{""value"":""2025-01-30T07:50:27.000Z""}",4
"SKY:Line:3E","NSR:Quay:53115",,,,"{""value"":""2025-01-30T07:59:00.000Z""}","{""value"":""2025-01-30T08:02:19.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T04:26:00.000Z""}","{""value"":""2025-01-30T04:26:21.000Z""}","{""value"":""2025-01-30T04:26:00.000Z""}","{""value"":""2025-01-30T04:26:05.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T04:36:00.000Z""}","{""value"":""2025-01-30T04:36:01.000Z""}","{""value"":""2025-01-30T04:36:00.000Z""}","{""value"":""2025-01-30T04:34:57.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T04:46:00.000Z""}","{""value"":""2025-01-30T04:48:09.000Z""}","{""value"":""2025-01-30T04:46:00.000Z""}","{""value"":""2025-01-30T04:47:49.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T04:51:00.000Z""}","{""value"":""2025-01-30T04:51:01.000Z""}","{""value"":""2025-01-30T04:51:00.000Z""}","{""value"":""2025-01-30T04:50:30.000Z""}",4
"SKY:Line:19","NSR:Quay:53117",,"{""value"":""2025-01-30T04:53:00.000Z""}","{""value"":""2025-01-30T04:53:28.000Z""}","{""value"":""2025-01-30T04:53:00.000Z""}","{""value"":""2025-01-30T04:51:07.000Z""}",4
"SKY:Line:50E","NSR:Quay:53118",,"{""value"":""2025-01-30T04:54:00.000Z""}","{""value"":""2025-01-30T04:54:30.000Z""}","{""value"":""2025-01-30T04:54:00.000Z""}","{""value"":""2025-01-30T04:54:08.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T04:56:00.000Z""}","{""value"":""2025-01-30T04:56:25.000Z""}","{""value"":""2025-01-30T04:56:00.000Z""}","{""value"":""2025-01-30T04:55:50.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T05:06:00.000Z""}","{""value"":""2025-01-30T05:08:04.000Z""}","{""value"":""2025-01-30T05:06:00.000Z""}","{""value"":""2025-01-30T05:07:49.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T05:06:00.000Z""}","{""value"":""2025-01-30T05:07:05.000Z""}","{""value"":""2025-01-30T05:06:00.000Z""}",,4
"SKY:Line:12","NSR:Quay:53117",,"{""value"":""2025-01-30T05:08:00.000Z""}","{""value"":""2025-01-30T05:08:27.000Z""}","{""value"":""2025-01-30T05:08:00.000Z""}","{""value"":""2025-01-30T05:07:54.000Z""}",4
"SKY:Line:50E","NSR:Quay:53118",,"{""value"":""2025-01-30T05:09:00.000Z""}","{""value"":""2025-01-30T05:10:24.000Z""}","{""value"":""2025-01-30T05:09:00.000Z""}","{""value"":""2025-01-30T05:09:57.000Z""}",4
"SKY:Line:15","NSR:Quay:53118",,"{""value"":""2025-01-30T05:10:00.000Z""}","{""value"":""2025-01-30T05:10:12.000Z""}",,,4
"SKY:Line:10","NSR:Quay:53117",,"{""value"":""2025-01-30T05:11:00.000Z""}","{""value"":""2025-01-30T05:11:02.000Z""}","{""value"":""2025-01-30T05:11:00.000Z""}","{""value"":""2025-01-30T05:10:17.000Z""}",4
"SKY:Line:40","NSR:Quay:53119",,"{""value"":""2025-01-30T05:11:00.000Z""}","{""value"":""2025-01-30T05:11:01.000Z""}","{""value"":""2025-01-30T05:11:00.000Z""}","{""value"":""2025-01-30T05:10:23.000Z""}",4
"SKY:Line:19","NSR:Quay:53117",,"{""value"":""2025-01-30T05:13:00.000Z""}","{""value"":""2025-01-30T05:12:55.000Z""}","{""value"":""2025-01-30T05:13:00.000Z""}","{""value"":""2025-01-30T05:11:06.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T05:16:00.000Z""}","{""value"":""2025-01-30T05:16:53.000Z""}","{""value"":""2025-01-30T05:16:00.000Z""}","{""value"":""2025-01-30T05:16:37.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T05:16:00.000Z""}","{""value"":""2025-01-30T05:16:49.000Z""}","{""value"":""2025-01-30T05:16:00.000Z""}","{""value"":""2025-01-30T05:16:34.000Z""}",4
"SKY:Line:12","NSR:Quay:53117",,"{""value"":""2025-01-30T05:18:00.000Z""}","{""value"":""2025-01-30T05:18:13.000Z""}","{""value"":""2025-01-30T05:18:00.000Z""}","{""value"":""2025-01-30T05:17:51.000Z""}",4
"SKY:Line:18","NSR:Quay:53118",,"{""value"":""2025-01-30T05:21:00.000Z""}","{""value"":""2025-01-30T05:21:03.000Z""}","{""value"":""2025-01-30T05:21:00.000Z""}","{""value"":""2025-01-30T05:18:18.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T05:21:00.000Z""}","{""value"":""2025-01-30T05:21:46.000Z""}","{""value"":""2025-01-30T05:21:00.000Z""}","{""value"":""2025-01-30T05:21:12.000Z""}",4
"SKY:Line:50E","NSR:Quay:53118",,"{""value"":""2025-01-30T05:24:00.000Z""}","{""value"":""2025-01-30T05:27:30.000Z""}","{""value"":""2025-01-30T05:24:00.000Z""}","{""value"":""2025-01-30T05:26:52.000Z""}",4
"SKY:Line:10","NSR:Quay:53117",,"{""value"":""2025-01-30T05:26:00.000Z""}","{""value"":""2025-01-30T05:26:57.000Z""}","{""value"":""2025-01-30T05:26:00.000Z""}","{""value"":""2025-01-30T05:25:19.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T05:26:00.000Z""}","{""value"":""2025-01-30T05:26:26.000Z""}","{""value"":""2025-01-30T05:26:00.000Z""}","{""value"":""2025-01-30T05:26:06.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T05:26:00.000Z""}","{""value"":""2025-01-30T05:26:21.000Z""}","{""value"":""2025-01-30T05:26:00.000Z""}","{""value"":""2025-01-30T05:25:55.000Z""}",4
"SKY:Line:12","NSR:Quay:53117",,"{""value"":""2025-01-30T05:28:00.000Z""}","{""value"":""2025-01-30T05:30:36.000Z""}","{""value"":""2025-01-30T05:28:00.000Z""}","{""value"":""2025-01-30T05:30:21.000Z""}",4
"SKY:Line:15","NSR:Quay:53118",,"{""value"":""2025-01-30T05:30:00.000Z""}","{""value"":""2025-01-30T05:30:38.000Z""}",,,4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T05:31:00.000Z""}","{""value"":""2025-01-30T05:31:01.000Z""}","{""value"":""2025-01-30T05:31:00.000Z""}","{""value"":""2025-01-30T05:30:33.000Z""}",4
"SKY:Line:19","NSR:Quay:53117",,"{""value"":""2025-01-30T05:33:00.000Z""}","{""value"":""2025-01-30T05:33:15.000Z""}","{""value"":""2025-01-30T05:33:00.000Z""}","{""value"":""2025-01-30T05:31:37.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T05:36:00.000Z""}","{""value"":""2025-01-30T05:36:11.000Z""}","{""value"":""2025-01-30T05:36:00.000Z""}","{""value"":""2025-01-30T05:35:51.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T05:36:00.000Z""}","{""value"":""2025-01-30T05:35:00.000Z""}","{""value"":""2025-01-30T05:36:00.000Z""}","{""value"":""2025-01-30T05:33:08.000Z""}",4
"SKY:Line:12","NSR:Quay:53117",,"{""value"":""2025-01-30T05:38:00.000Z""}","{""value"":""2025-01-30T05:40:42.000Z""}","{""value"":""2025-01-30T05:38:00.000Z""}","{""value"":""2025-01-30T05:40:21.000Z""}",4
"SKY:Line:50E","NSR:Quay:53118",,"{""value"":""2025-01-30T05:39:00.000Z""}","{""value"":""2025-01-30T05:39:48.000Z""}","{""value"":""2025-01-30T05:39:00.000Z""}","{""value"":""2025-01-30T05:39:15.000Z""}",4
"SKY:Line:3E","NSR:Quay:53115",,"{""value"":""2025-01-30T05:39:00.000Z""}","{""value"":""2025-01-30T05:40:09.000Z""}","{""value"":""2025-01-30T05:39:00.000Z""}","{""value"":""2025-01-30T05:39:28.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T05:41:00.000Z""}","{""value"":""2025-01-30T05:42:48.000Z""}","{""value"":""2025-01-30T05:41:00.000Z""}","{""value"":""2025-01-30T05:42:28.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T05:41:00.000Z""}","{""value"":""2025-01-30T05:41:52.000Z""}","{""value"":""2025-01-30T05:41:00.000Z""}","{""value"":""2025-01-30T05:41:35.000Z""}",4
"SKY:Line:40","NSR:Quay:53119",,"{""value"":""2025-01-30T05:41:00.000Z""}","{""value"":""2025-01-30T05:41:03.000Z""}","{""value"":""2025-01-30T05:41:00.000Z""}","{""value"":""2025-01-30T05:39:54.000Z""}",4
"SKY:Line:19","NSR:Quay:53117",,"{""value"":""2025-01-30T05:43:00.000Z""}","{""value"":""2025-01-30T05:44:12.000Z""}","{""value"":""2025-01-30T05:43:00.000Z""}","{""value"":""2025-01-30T05:43:35.000Z""}",4
"SKY:Line:11","NSR:Quay:53114",,"{""value"":""2025-01-30T05:45:00.000Z""}","{""value"":""2025-01-30T05:45:28.000Z""}","{""value"":""2025-01-30T05:45:00.000Z""}","{""value"":""2025-01-30T05:44:57.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T05:46:00.000Z""}","{""value"":""2025-01-30T05:47:39.000Z""}","{""value"":""2025-01-30T05:46:00.000Z""}","{""value"":""2025-01-30T05:47:12.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T05:46:00.000Z""}","{""value"":""2025-01-30T05:46:02.000Z""}","{""value"":""2025-01-30T05:46:00.000Z""}","{""value"":""2025-01-30T05:45:24.000Z""}",4
"SKY:Line:12","NSR:Quay:53117",,"{""value"":""2025-01-30T05:48:00.000Z""}","{""value"":""2025-01-30T05:50:52.000Z""}","{""value"":""2025-01-30T05:48:00.000Z""}","{""value"":""2025-01-30T05:50:37.000Z""}",4
"SKY:Line:3E","NSR:Quay:53115",,"{""value"":""2025-01-30T05:49:00.000Z""}","{""value"":""2025-01-30T05:49:06.000Z""}","{""value"":""2025-01-30T05:49:00.000Z""}","{""value"":""2025-01-30T05:48:30.000Z""}",4
"SKY:Line:50E","NSR:Quay:53118",,"{""value"":""2025-01-30T05:49:00.000Z""}","{""value"":""2025-01-30T05:49:53.000Z""}","{""value"":""2025-01-30T05:49:00.000Z""}","{""value"":""2025-01-30T05:49:17.000Z""}",4
"SKY:Line:15","NSR:Quay:53118",,"{""value"":""2025-01-30T05:50:00.000Z""}","{""value"":""2025-01-30T05:50:01.000Z""}",,,4
"SKY:Line:18","NSR:Quay:53118",,"{""value"":""2025-01-30T05:51:00.000Z""}","{""value"":""2025-01-30T05:51:01.000Z""}","{""value"":""2025-01-30T05:51:00.000Z""}","{""value"":""2025-01-30T05:49:32.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T05:51:00.000Z""}","{""value"":""2025-01-30T05:53:27.000Z""}","{""value"":""2025-01-30T05:51:00.000Z""}","{""value"":""2025-01-30T05:53:09.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T05:51:00.000Z""}","{""value"":""2025-01-30T05:51:07.000Z""}","{""value"":""2025-01-30T05:51:00.000Z""}","{""value"":""2025-01-30T05:50:52.000Z""}",4
"SKY:Line:19","NSR:Quay:53117",,"{""value"":""2025-01-30T05:53:00.000Z""}","{""value"":""2025-01-30T05:52:31.000Z""}","{""value"":""2025-01-30T05:53:00.000Z""}","{""value"":""2025-01-30T05:52:03.000Z""}",4
"SKY:Line:40","NSR:Quay:53119",,"{""value"":""2025-01-30T05:56:00.000Z""}","{""value"":""2025-01-30T05:56:33.000Z""}","{""value"":""2025-01-30T05:56:00.000Z""}","{""value"":""2025-01-30T05:55:51.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T05:56:00.000Z""}","{""value"":""2025-01-30T06:00:39.000Z""}","{""value"":""2025-01-30T05:56:00.000Z""}","{""value"":""2025-01-30T06:00:22.000Z""}",4
"SKY:Line:10","NSR:Quay:53117",,"{""value"":""2025-01-30T05:56:00.000Z""}","{""value"":""2025-01-30T05:57:03.000Z""}","{""value"":""2025-01-30T05:56:00.000Z""}","{""value"":""2025-01-30T05:56:31.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T05:56:00.000Z""}","{""value"":""2025-01-30T05:59:11.000Z""}","{""value"":""2025-01-30T05:56:00.000Z""}","{""value"":""2025-01-30T05:58:47.000Z""}",4
"SKY:Line:3E","NSR:Quay:53115",,"{""value"":""2025-01-30T05:59:00.000Z""}","{""value"":""2025-01-30T06:02:12.000Z""}","{""value"":""2025-01-30T05:59:00.000Z""}","{""value"":""2025-01-30T06:01:50.000Z""}",4
"SKY:Line:50E","NSR:Quay:53118",,"{""value"":""2025-01-30T05:59:00.000Z""}","{""value"":""2025-01-30T06:00:51.000Z""}","{""value"":""2025-01-30T05:59:00.000Z""}","{""value"":""2025-01-30T06:00:14.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T06:01:00.000Z""}","{""value"":""2025-01-30T06:01:34.000Z""}","{""value"":""2025-01-30T06:01:00.000Z""}","{""value"":""2025-01-30T06:01:25.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T06:01:00.000Z""}","{""value"":""2025-01-30T06:02:13.000Z""}","{""value"":""2025-01-30T06:01:00.000Z""}","{""value"":""2025-01-30T06:01:52.000Z""}",4
"SKY:Line:39","NSR:Quay:53119",,"{""value"":""2025-01-30T06:03:00.000Z""}","{""value"":""2025-01-30T06:05:17.000Z""}","{""value"":""2025-01-30T06:03:00.000Z""}","{""value"":""2025-01-30T06:04:57.000Z""}",4
"SKY:Line:19","NSR:Quay:53117",,"{""value"":""2025-01-30T06:03:00.000Z""}","{""value"":""2025-01-30T06:04:55.000Z""}","{""value"":""2025-01-30T06:03:00.000Z""}","{""value"":""2025-01-30T06:04:39.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T06:06:00.000Z""}","{""value"":""2025-01-30T06:06:17.000Z""}","{""value"":""2025-01-30T06:06:00.000Z""}","{""value"":""2025-01-30T06:05:31.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T06:06:00.000Z""}","{""value"":""2025-01-30T06:08:14.000Z""}","{""value"":""2025-01-30T06:06:00.000Z""}","{""value"":""2025-01-30T06:07:52.000Z""}",4
"SKY:Line:12","NSR:Quay:53117",,"{""value"":""2025-01-30T06:08:00.000Z""}","{""value"":""2025-01-30T06:10:19.000Z""}","{""value"":""2025-01-30T06:08:00.000Z""}","{""value"":""2025-01-30T06:09:58.000Z""}",4
"SKY:Line:50E","NSR:Quay:53118",,"{""value"":""2025-01-30T06:09:00.000Z""}","{""value"":""2025-01-30T06:10:20.000Z""}","{""value"":""2025-01-30T06:09:00.000Z""}","{""value"":""2025-01-30T06:09:48.000Z""}",4
"SKY:Line:3E","NSR:Quay:53115",,"{""value"":""2025-01-30T06:09:00.000Z""}","{""value"":""2025-01-30T06:12:52.000Z""}","{""value"":""2025-01-30T06:09:00.000Z""}","{""value"":""2025-01-30T06:12:29.000Z""}",4
"SKY:Line:15","NSR:Quay:53118",,"{""value"":""2025-01-30T06:10:00.000Z""}","{""value"":""2025-01-30T06:10:31.000Z""}",,,4
"SKY:Line:40","NSR:Quay:53119",,"{""value"":""2025-01-30T06:11:00.000Z""}","{""value"":""2025-01-30T06:11:08.000Z""}","{""value"":""2025-01-30T06:11:00.000Z""}","{""value"":""2025-01-30T06:10:18.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T06:11:00.000Z""}","{""value"":""2025-01-30T06:12:13.000Z""}","{""value"":""2025-01-30T06:11:00.000Z""}","{""value"":""2025-01-30T06:11:43.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T06:11:00.000Z""}","{""value"":""2025-01-30T06:12:13.000Z""}","{""value"":""2025-01-30T06:11:00.000Z""}","{""value"":""2025-01-30T06:11:48.000Z""}",4
"SKY:Line:19","NSR:Quay:53117",,"{""value"":""2025-01-30T06:13:00.000Z""}","{""value"":""2025-01-30T06:18:11.000Z""}","{""value"":""2025-01-30T06:13:00.000Z""}","{""value"":""2025-01-30T06:17:41.000Z""}",4
"SKY:Line:11","NSR:Quay:53114",,"{""value"":""2025-01-30T06:15:00.000Z""}","{""value"":""2025-01-30T06:17:10.000Z""}","{""value"":""2025-01-30T06:15:00.000Z""}","{""value"":""2025-01-30T06:16:42.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T06:16:00.000Z""}","{""value"":""2025-01-30T06:19:53.000Z""}","{""value"":""2025-01-30T06:16:00.000Z""}","{""value"":""2025-01-30T06:19:28.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T06:16:00.000Z""}","{""value"":""2025-01-30T06:22:02.000Z""}","{""value"":""2025-01-30T06:16:00.000Z""}",,4
"SKY:Line:39","NSR:Quay:53119",,"{""value"":""2025-01-30T06:18:00.000Z""}","{""value"":""2025-01-30T06:25:04.000Z""}","{""value"":""2025-01-30T06:18:00.000Z""}","{""value"":""2025-01-30T06:24:46.000Z""}",4
"SKY:Line:12","NSR:Quay:53117",,"{""value"":""2025-01-30T06:18:00.000Z""}","{""value"":""2025-01-30T06:19:36.000Z""}","{""value"":""2025-01-30T06:18:00.000Z""}","{""value"":""2025-01-30T06:19:08.000Z""}",4
"SKY:Line:50E","NSR:Quay:53118",,"{""value"":""2025-01-30T06:19:00.000Z""}","{""value"":""2025-01-30T06:20:31.000Z""}","{""value"":""2025-01-30T06:19:00.000Z""}","{""value"":""2025-01-30T06:20:05.000Z""}",4
"SKY:Line:4E","NSR:Quay:53118",,"{""value"":""2025-01-30T06:19:00.000Z""}","{""value"":""2025-01-30T06:19:27.000Z""}","{""value"":""2025-01-30T06:19:00.000Z""}","{""value"":""2025-01-30T06:19:07.000Z""}",4
"SKY:Line:18","NSR:Quay:53118",,"{""value"":""2025-01-30T06:21:00.000Z""}","{""value"":""2025-01-30T06:21:50.000Z""}","{""value"":""2025-01-30T06:21:00.000Z""}","{""value"":""2025-01-30T06:21:18.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T06:21:00.000Z""}","{""value"":""2025-01-30T06:25:05.000Z""}","{""value"":""2025-01-30T06:21:00.000Z""}","{""value"":""2025-01-30T06:24:50.000Z""}",4
"SKY:Line:19","NSR:Quay:53117",,"{""value"":""2025-01-30T06:23:00.000Z""}","{""value"":""2025-01-30T06:24:48.000Z""}","{""value"":""2025-01-30T06:23:00.000Z""}","{""value"":""2025-01-30T06:24:19.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T06:24:00.000Z""}","{""value"":""2025-01-30T06:23:41.000Z""}","{""value"":""2025-01-30T06:24:00.000Z""}","{""value"":""2025-01-30T06:22:39.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T06:26:00.000Z""}","{""value"":""2025-01-30T06:28:05.000Z""}","{""value"":""2025-01-30T06:26:00.000Z""}","{""value"":""2025-01-30T06:27:43.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T06:26:00.000Z""}","{""value"":""2025-01-30T06:30:04.000Z""}","{""value"":""2025-01-30T06:26:00.000Z""}",,4
"SKY:Line:10","NSR:Quay:53117",,"{""value"":""2025-01-30T06:26:00.000Z""}","{""value"":""2025-01-30T06:26:56.000Z""}","{""value"":""2025-01-30T06:26:00.000Z""}","{""value"":""2025-01-30T06:26:20.000Z""}",4
"SKY:Line:12","NSR:Quay:53117",,"{""value"":""2025-01-30T06:28:00.000Z""}","{""value"":""2025-01-30T06:32:55.000Z""}","{""value"":""2025-01-30T06:28:00.000Z""}","{""value"":""2025-01-30T06:32:16.000Z""}",4
"SKY:Line:4E","NSR:Quay:53118",,"{""value"":""2025-01-30T06:29:00.000Z""}","{""value"":""2025-01-30T06:29:01.000Z""}","{""value"":""2025-01-30T06:29:00.000Z""}","{""value"":""2025-01-30T06:28:17.000Z""}",4
"SKY:Line:3E","NSR:Quay:53115",,"{""value"":""2025-01-30T06:29:00.000Z""}","{""value"":""2025-01-30T06:32:19.000Z""}","{""value"":""2025-01-30T06:29:00.000Z""}","{""value"":""2025-01-30T06:31:51.000Z""}",4
"SKY:Line:50E","NSR:Quay:53118",,"{""value"":""2025-01-30T06:29:00.000Z""}","{""value"":""2025-01-30T06:30:14.000Z""}","{""value"":""2025-01-30T06:29:00.000Z""}","{""value"":""2025-01-30T06:29:46.000Z""}",4
"SKY:Line:15","NSR:Quay:53118",,"{""value"":""2025-01-30T06:30:00.000Z""}","{""value"":""2025-01-30T06:30:09.000Z""}",,,4
"SKY:Line:40","NSR:Quay:53119",,"{""value"":""2025-01-30T06:31:00.000Z""}","{""value"":""2025-01-30T06:31:47.000Z""}","{""value"":""2025-01-30T06:31:00.000Z""}","{""value"":""2025-01-30T06:31:29.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T06:31:00.000Z""}","{""value"":""2025-01-30T06:34:42.000Z""}","{""value"":""2025-01-30T06:31:00.000Z""}","{""value"":""2025-01-30T06:34:13.000Z""}",4
"SKY:Line:39","NSR:Quay:53119",,"{""value"":""2025-01-30T06:33:00.000Z""}","{""value"":""2025-01-30T06:39:41.000Z""}","{""value"":""2025-01-30T06:33:00.000Z""}","{""value"":""2025-01-30T06:39:18.000Z""}",4
"SKY:Line:19","NSR:Quay:53117",,"{""value"":""2025-01-30T06:33:00.000Z""}","{""value"":""2025-01-30T06:34:09.000Z""}","{""value"":""2025-01-30T06:33:00.000Z""}","{""value"":""2025-01-30T06:33:34.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T06:34:00.000Z""}","{""value"":""2025-01-30T06:35:11.000Z""}","{""value"":""2025-01-30T06:34:00.000Z""}","{""value"":""2025-01-30T06:34:36.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T06:36:00.000Z""}","{""value"":""2025-01-30T06:42:09.000Z""}","{""value"":""2025-01-30T06:36:00.000Z""}","{""value"":""2025-01-30T06:41:42.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T06:36:00.000Z""}","{""value"":""2025-01-30T06:49:25.000Z""}","{""value"":""2025-01-30T06:36:00.000Z""}","{""value"":""2025-01-30T06:49:12.000Z""}",4
"SKY:Line:12","NSR:Quay:53117",,"{""value"":""2025-01-30T06:38:00.000Z""}","{""value"":""2025-01-30T06:43:41.000Z""}","{""value"":""2025-01-30T06:38:00.000Z""}","{""value"":""2025-01-30T06:43:05.000Z""}",4
"SKY:Line:4E","NSR:Quay:53118",,"{""value"":""2025-01-30T06:39:00.000Z""}","{""value"":""2025-01-30T06:41:26.000Z""}","{""value"":""2025-01-30T06:39:00.000Z""}","{""value"":""2025-01-30T06:41:06.000Z""}",4
"SKY:Line:50E","NSR:Quay:53118",,"{""value"":""2025-01-30T06:39:00.000Z""}","{""value"":""2025-01-30T06:40:39.000Z""}","{""value"":""2025-01-30T06:39:00.000Z""}","{""value"":""2025-01-30T06:39:58.000Z""}",4
"SKY:Line:3E","NSR:Quay:53115",,"{""value"":""2025-01-30T06:40:00.000Z""}","{""value"":""2025-01-30T06:41:13.000Z""}","{""value"":""2025-01-30T06:40:00.000Z""}","{""value"":""2025-01-30T06:40:45.000Z""}",4
"SKY:Line:40","NSR:Quay:53119",,"{""value"":""2025-01-30T06:41:00.000Z""}","{""value"":""2025-01-30T06:41:34.000Z""}","{""value"":""2025-01-30T06:41:00.000Z""}","{""value"":""2025-01-30T06:41:13.000Z""}",4
"SKY:Line:10","NSR:Quay:53117",,"{""value"":""2025-01-30T06:41:00.000Z""}","{""value"":""2025-01-30T06:41:34.000Z""}","{""value"":""2025-01-30T06:41:00.000Z""}","{""value"":""2025-01-30T06:40:54.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T06:41:00.000Z""}","{""value"":""2025-01-30T06:43:42.000Z""}","{""value"":""2025-01-30T06:41:00.000Z""}","{""value"":""2025-01-30T06:43:19.000Z""}",4
"SKY:Line:19","NSR:Quay:53117",,"{""value"":""2025-01-30T06:43:00.000Z""}",,"{""value"":""2025-01-30T06:43:00.000Z""}",,4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T06:44:00.000Z""}","{""value"":""2025-01-30T06:45:04.000Z""}","{""value"":""2025-01-30T06:44:00.000Z""}","{""value"":""2025-01-30T06:44:32.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T06:46:00.000Z""}","{""value"":""2025-01-30T06:56:56.000Z""}","{""value"":""2025-01-30T06:46:00.000Z""}","{""value"":""2025-01-30T06:56:23.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T06:46:00.000Z""}","{""value"":""2025-01-30T06:49:11.000Z""}","{""value"":""2025-01-30T06:46:00.000Z""}","{""value"":""2025-01-30T06:48:35.000Z""}",4
"SKY:Line:11","NSR:Quay:53114",,"{""value"":""2025-01-30T06:47:00.000Z""}","{""value"":""2025-01-30T06:47:08.000Z""}",,,4
"SKY:Line:12","NSR:Quay:53117",,"{""value"":""2025-01-30T06:48:00.000Z""}","{""value"":""2025-01-30T06:54:23.000Z""}","{""value"":""2025-01-30T06:48:00.000Z""}","{""value"":""2025-01-30T06:51:36.000Z""}",4
"SKY:Line:11","NSR:Quay:53114",,"{""value"":""2025-01-30T06:48:00.000Z""}","{""value"":""2025-01-30T06:49:35.000Z""}","{""value"":""2025-01-30T06:48:00.000Z""}","{""value"":""2025-01-30T06:49:16.000Z""}",4
"SKY:Line:39","NSR:Quay:53119",,"{""value"":""2025-01-30T06:49:00.000Z""}","{""value"":""2025-01-30T06:54:25.000Z""}","{""value"":""2025-01-30T06:49:00.000Z""}","{""value"":""2025-01-30T06:54:06.000Z""}",4
"SKY:Line:50E","NSR:Quay:53118",,"{""value"":""2025-01-30T06:49:00.000Z""}","{""value"":""2025-01-30T06:50:58.000Z""}","{""value"":""2025-01-30T06:49:00.000Z""}","{""value"":""2025-01-30T06:50:36.000Z""}",4
"SKY:Line:4E","NSR:Quay:53118",,"{""value"":""2025-01-30T06:49:00.000Z""}","{""value"":""2025-01-30T06:51:21.000Z""}","{""value"":""2025-01-30T06:49:00.000Z""}","{""value"":""2025-01-30T06:50:55.000Z""}",4
"SKY:Line:15","NSR:Quay:53118",,"{""value"":""2025-01-30T06:50:00.000Z""}","{""value"":""2025-01-30T06:50:01.000Z""}",,,4
"SKY:Line:3E","NSR:Quay:53115",,"{""value"":""2025-01-30T06:51:00.000Z""}","{""value"":""2025-01-30T06:52:32.000Z""}","{""value"":""2025-01-30T06:51:00.000Z""}","{""value"":""2025-01-30T06:51:58.000Z""}",4
