"lineRef","stopPointRef","stopPointName","aimedDepartureTime","departureTime","aimedArrivalTime","arrivalTime","dayOfTheWeek"
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T17:11:00.000Z""}","{""value"":""2025-01-30T17:13:24.000Z""}","{""value"":""2025-01-30T17:11:00.000Z""}","{""value"":""2025-01-30T17:12:41.000Z""}",4
"SKY:Line:10","NSR:Quay:53117",,"{""value"":""2025-01-30T17:11:00.000Z""}","{""value"":""2025-01-30T17:11:45.000Z""}","{""value"":""2025-01-30T17:11:00.000Z""}","{""value"":""2025-01-30T17:10:54.000Z""}",4
"SKY:Line:40","NSR:Quay:53119",,"{""value"":""2025-01-30T17:12:00.000Z""}","{""value"":""2025-01-30T17:13:48.000Z""}","{""value"":""2025-01-30T17:12:00.000Z""}","{""value"":""2025-01-30T17:13:14.000Z""}",4
"SKY:Line:19","NSR:Quay:53117",,"{""value"":""2025-01-30T17:13:00.000Z""}","{""value"":""2025-01-30T17:14:59.000Z""}","{""value"":""2025-01-30T17:13:00.000Z""}","{""value"":""2025-01-30T17:14:07.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T17:16:00.000Z""}","{""value"":""2025-01-30T17:17:56.000Z""}","{""value"":""2025-01-30T17:16:00.000Z""}","{""value"":""2025-01-30T17:17:21.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T17:16:00.000Z""}","{""value"":""2025-01-30T17:17:40.000Z""}","{""value"":""2025-01-30T17:16:00.000Z""}","{""value"":""2025-01-30T17:17:15.000Z""}",4
"SKY:Line:11","NSR:Quay:53114",,"{""value"":""2025-01-30T17:19:00.000Z""}","{""value"":""2025-01-30T17:21:10.000Z""}","{""value"":""2025-01-30T17:19:00.000Z""}","{""value"":""2025-01-30T17:20:41.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T17:21:00.000Z""}","{""value"":""2025-01-30T17:21:38.000Z""}","{""value"":""2025-01-30T17:21:00.000Z""}","{""value"":""2025-01-30T17:20:59.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T17:21:00.000Z""}","{""value"":""2025-01-30T17:23:40.000Z""}","{""value"":""2025-01-30T17:21:00.000Z""}","{""value"":""2025-01-30T17:23:10.000Z""}",4
"SKY:Line:18","NSR:Quay:53118",,"{""value"":""2025-01-30T17:21:00.000Z""}","{""value"":""2025-01-30T17:21:41.000Z""}","{""value"":""2025-01-30T17:21:00.000Z""}","{""value"":""2025-01-30T17:21:05.000Z""}",4
"SKY:Line:12","NSR:Quay:53117",,"{""value"":""2025-01-30T17:23:00.000Z""}","{""value"":""2025-01-30T17:25:56.000Z""}","{""value"":""2025-01-30T17:23:00.000Z""}","{""value"":""2025-01-30T17:25:28.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T17:26:00.000Z""}","{""value"":""2025-01-30T17:30:00.000Z""}","{""value"":""2025-01-30T17:26:00.000Z""}","{""value"":""2025-01-30T17:29:18.000Z""}",4
"SKY:Line:10","NSR:Quay:53117",,"{""value"":""2025-01-30T17:26:00.000Z""}","{""value"":""2025-01-30T17:26:07.000Z""}","{""value"":""2025-01-30T17:26:00.000Z""}","{""value"":""2025-01-30T17:24:56.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T17:26:00.000Z""}","{""value"":""2025-01-30T17:36:14.000Z""}","{""value"":""2025-01-30T17:26:00.000Z""}","{""value"":""2025-01-30T17:35:14.000Z""}",4
"SKY:Line:15","NSR:Quay:53118",,"{""value"":""2025-01-30T17:30:00.000Z""}","{""value"":""2025-01-30T17:32:06.000Z""}",,,4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T17:31:00.000Z""}","{""value"":""2025-01-30T17:36:00.000Z""}","{""value"":""2025-01-30T17:31:00.000Z""}","{""value"":""2025-01-30T17:35:11.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T17:31:00.000Z""}","{""value"":""2025-01-30T17:34:51.000Z""}","{""value"":""2025-01-30T17:31:00.000Z""}","{""value"":""2025-01-30T17:34:22.000Z""}",4
"SKY:Line:40","NSR:Quay:53119",,"{""value"":""2025-01-30T17:32:00.000Z""}","{""value"":""2025-01-30T17:33:00.000Z""}","{""value"":""2025-01-30T17:32:00.000Z""}","{""value"":""2025-01-30T17:32:34.000Z""}",4
"SKY:Line:19","NSR:Quay:53117",,"{""value"":""2025-01-30T17:33:00.000Z""}","{""value"":""2025-01-30T17:39:53.000Z""}","{""value"":""2025-01-30T17:33:00.000Z""}","{""value"":""2025-01-30T17:39:03.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T17:36:00.000Z""}","{""value"":""2025-01-30T17:42:54.000Z""}","{""value"":""2025-01-30T17:36:00.000Z""}","{""value"":""2025-01-30T17:42:20.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T17:36:00.000Z""}",,"{""value"":""2025-01-30T17:36:00.000Z""}",,4
"SKY:Line:50E","NSR:Quay:53118",,"{""value"":""2025-01-30T17:39:00.000Z""}","{""value"":""2025-01-30T17:39:26.000Z""}","{""value"":""2025-01-30T17:39:00.000Z""}","{""value"":""2025-01-30T17:38:59.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T17:41:00.000Z""}","{""value"":""2025-01-30T17:45:16.000Z""}","{""value"":""2025-01-30T17:41:00.000Z""}","{""value"":""2025-01-30T17:44:47.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T17:41:00.000Z""}","{""value"":""2025-01-30T17:44:23.000Z""}","{""value"":""2025-01-30T17:41:00.000Z""}","{""value"":""2025-01-30T17:43:50.000Z""}",4
"SKY:Line:10","NSR:Quay:53117",,"{""value"":""2025-01-30T17:41:00.000Z""}","{""value"":""2025-01-30T17:42:48.000Z""}","{""value"":""2025-01-30T17:41:00.000Z""}",,4
"SKY:Line:12","NSR:Quay:53117",,"{""value"":""2025-01-30T17:43:00.000Z""}","{""value"":""2025-01-30T17:44:36.000Z""}","{""value"":""2025-01-30T17:43:00.000Z""}","{""value"":""2025-01-30T17:43:52.000Z""}",4
"SKY:Line:11","NSR:Quay:53114",,"{""value"":""2025-01-30T17:45:00.000Z""}","{""value"":""2025-01-30T17:47:10.000Z""}","{""value"":""2025-01-30T17:45:00.000Z""}","{""value"":""2025-01-30T17:46:09.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T17:46:00.000Z""}","{""value"":""2025-01-30T17:47:06.000Z""}","{""value"":""2025-01-30T17:46:00.000Z""}","{""value"":""2025-01-30T17:46:39.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T17:46:00.000Z""}","{""value"":""2025-01-30T17:49:14.000Z""}","{""value"":""2025-01-30T17:46:00.000Z""}","{""value"":""2025-01-30T17:48:32.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T17:51:00.000Z""}","{""value"":""2025-01-30T17:52:49.000Z""}","{""value"":""2025-01-30T17:51:00.000Z""}",,4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T17:51:00.000Z""}","{""value"":""2025-01-30T17:57:29.000Z""}","{""value"":""2025-01-30T17:51:00.000Z""}",,4
"SKY:Line:40","NSR:Quay:53119",,"{""value"":""2025-01-30T17:52:00.000Z""}","{""value"":""2025-01-30T17:52:08.000Z""}","{""value"":""2025-01-30T17:52:00.000Z""}","{""value"":""2025-01-30T17:50:55.000Z""}",4
"SKY:Line:19","NSR:Quay:53117",,"{""value"":""2025-01-30T17:53:00.000Z""}","{""value"":""2025-01-30T17:58:43.000Z""}","{""value"":""2025-01-30T17:53:00.000Z""}","{""value"":""2025-01-30T17:57:57.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T17:56:00.000Z""}","{""value"":""2025-01-30T18:01:21.000Z""}","{""value"":""2025-01-30T17:56:00.000Z""}","{""value"":""2025-01-30T18:00:44.000Z""}",4
"SKY:Line:10","NSR:Quay:53117",,"{""value"":""2025-01-30T17:56:00.000Z""}","{""value"":""2025-01-30T17:58:33.000Z""}","{""value"":""2025-01-30T17:56:00.000Z""}","{""value"":""2025-01-30T17:57:28.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T17:56:00.000Z""}","{""value"":""2025-01-30T17:58:14.000Z""}","{""value"":""2025-01-30T17:56:00.000Z""}","{""value"":""2025-01-30T17:57:40.000Z""}",4
"SKY:Line:15","NSR:Quay:53118",,"{""value"":""2025-01-30T18:00:00.000Z""}","{""value"":""2025-01-30T18:00:50.000Z""}",,,4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T18:01:00.000Z""}","{""value"":""2025-01-30T18:03:00.000Z""}","{""value"":""2025-01-30T18:01:00.000Z""}","{""value"":""2025-01-30T18:02:08.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T18:01:00.000Z""}","{""value"":""2025-01-30T18:02:45.000Z""}","{""value"":""2025-01-30T18:01:00.000Z""}","{""value"":""2025-01-30T18:02:25.000Z""}",4
"SKY:Line:12","NSR:Quay:53117",,"{""value"":""2025-01-30T18:03:00.000Z""}","{""value"":""2025-01-30T18:05:44.000Z""}","{""value"":""2025-01-30T18:03:00.000Z""}","{""value"":""2025-01-30T18:05:09.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T18:06:00.000Z""}","{""value"":""2025-01-30T18:10:16.000Z""}","{""value"":""2025-01-30T18:06:00.000Z""}","{""value"":""2025-01-30T18:09:31.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T18:06:00.000Z""}","{""value"":""2025-01-30T18:10:32.000Z""}","{""value"":""2025-01-30T18:06:00.000Z""}","{""value"":""2025-01-30T18:09:59.000Z""}",4
"SKY:Line:50E","NSR:Quay:53118",,"{""value"":""2025-01-30T18:09:00.000Z""}","{""value"":""2025-01-30T18:10:04.000Z""}","{""value"":""2025-01-30T18:09:00.000Z""}","{""value"":""2025-01-30T18:09:24.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T18:11:00.000Z""}","{""value"":""2025-01-30T18:19:24.000Z""}","{""value"":""2025-01-30T18:11:00.000Z""}","{""value"":""2025-01-30T18:18:47.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T18:11:00.000Z""}","{""value"":""2025-01-30T18:11:41.000Z""}","{""value"":""2025-01-30T18:11:00.000Z""}",,4
"SKY:Line:10","NSR:Quay:53117",,"{""value"":""2025-01-30T18:11:00.000Z""}","{""value"":""2025-01-30T18:15:49.000Z""}","{""value"":""2025-01-30T18:11:00.000Z""}","{""value"":""2025-01-30T18:14:55.000Z""}",4
"SKY:Line:40","NSR:Quay:53119",,"{""value"":""2025-01-30T18:12:00.000Z""}",,"{""value"":""2025-01-30T18:12:00.000Z""}","{""value"":""2025-01-30T18:11:33.000Z""}",4
"SKY:Line:19","NSR:Quay:53117",,"{""value"":""2025-01-30T18:13:00.000Z""}","{""value"":""2025-01-30T18:14:22.000Z""}","{""value"":""2025-01-30T18:13:00.000Z""}","{""value"":""2025-01-30T18:13:45.000Z""}",4
"SKY:Line:11","NSR:Quay:53114",,"{""value"":""2025-01-30T18:15:00.000Z""}","{""value"":""2025-01-30T18:16:40.000Z""}","{""value"":""2025-01-30T18:15:00.000Z""}","{""value"":""2025-01-30T18:16:02.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T18:16:00.000Z""}","{""value"":""2025-01-30T18:15:33.000Z""}","{""value"":""2025-01-30T18:16:00.000Z""}","{""value"":""2025-01-30T18:14:50.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T18:16:00.000Z""}","{""value"":""2025-01-30T18:21:30.000Z""}","{""value"":""2025-01-30T18:16:00.000Z""}","{""value"":""2025-01-30T18:20:58.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T18:21:00.000Z""}","{""value"":""2025-01-30T18:27:59.000Z""}","{""value"":""2025-01-30T18:21:00.000Z""}","{""value"":""2025-01-30T18:27:30.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T18:21:00.000Z""}","{""value"":""2025-01-30T18:24:12.000Z""}","{""value"":""2025-01-30T18:21:00.000Z""}","{""value"":""2025-01-30T18:23:27.000Z""}",4
"SKY:Line:18","NSR:Quay:53118",,"{""value"":""2025-01-30T18:21:00.000Z""}","{""value"":""2025-01-30T18:21:48.000Z""}","{""value"":""2025-01-30T18:21:00.000Z""}","{""value"":""2025-01-30T18:21:06.000Z""}",4
"SKY:Line:12","NSR:Quay:53117",,"{""value"":""2025-01-30T18:23:00.000Z""}","{""value"":""2025-01-30T18:26:13.000Z""}","{""value"":""2025-01-30T18:23:00.000Z""}","{""value"":""2025-01-30T18:25:39.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T18:26:00.000Z""}","{""value"":""2025-01-30T18:29:34.000Z""}","{""value"":""2025-01-30T18:26:00.000Z""}","{""value"":""2025-01-30T18:29:03.000Z""}",4
"SKY:Line:10","NSR:Quay:53117",,"{""value"":""2025-01-30T18:26:00.000Z""}","{""value"":""2025-01-30T18:27:50.000Z""}","{""value"":""2025-01-30T18:26:00.000Z""}","{""value"":""2025-01-30T18:26:55.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T18:26:00.000Z""}","{""value"":""2025-01-30T18:26:01.000Z""}","{""value"":""2025-01-30T18:26:00.000Z""}","{""value"":""2025-01-30T18:25:35.000Z""}",4
"SKY:Line:15","NSR:Quay:53118",,"{""value"":""2025-01-30T18:30:00.000Z""}","{""value"":""2025-01-30T18:31:39.000Z""}",,,4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T18:31:00.000Z""}","{""value"":""2025-01-30T18:32:25.000Z""}","{""value"":""2025-01-30T18:31:00.000Z""}","{""value"":""2025-01-30T18:31:37.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T18:31:00.000Z""}","{""value"":""2025-01-30T18:31:02.000Z""}","{""value"":""2025-01-30T18:31:00.000Z""}","{""value"":""2025-01-30T18:30:20.000Z""}",4
"SKY:Line:40","NSR:Quay:53119",,"{""value"":""2025-01-30T18:32:00.000Z""}","{""value"":""2025-01-30T18:32:11.000Z""}","{""value"":""2025-01-30T18:32:00.000Z""}","{""value"":""2025-01-30T18:30:14.000Z""}",4
"SKY:Line:19","NSR:Quay:53117",,"{""value"":""2025-01-30T18:33:00.000Z""}","{""value"":""2025-01-30T18:36:53.000Z""}","{""value"":""2025-01-30T18:33:00.000Z""}","{""value"":""2025-01-30T18:36:03.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T18:36:00.000Z""}","{""value"":""2025-01-30T18:40:10.000Z""}","{""value"":""2025-01-30T18:36:00.000Z""}","{""value"":""2025-01-30T18:39:42.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T18:36:00.000Z""}","{""value"":""2025-01-30T18:37:45.000Z""}","{""value"":""2025-01-30T18:36:00.000Z""}","{""value"":""2025-01-30T18:37:15.000Z""}",4
"SKY:Line:50E","NSR:Quay:53118",,"{""value"":""2025-01-30T18:39:00.000Z""}","{""value"":""2025-01-30T18:40:59.000Z""}","{""value"":""2025-01-30T18:39:00.000Z""}","{""value"":""2025-01-30T18:40:33.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T18:41:00.000Z""}","{""value"":""2025-01-30T18:43:00.000Z""}","{""value"":""2025-01-30T18:41:00.000Z""}","{""value"":""2025-01-30T18:42:13.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T18:41:00.000Z""}","{""value"":""2025-01-30T18:41:38.000Z""}","{""value"":""2025-01-30T18:41:00.000Z""}","{""value"":""2025-01-30T18:41:16.000Z""}",4
"SKY:Line:10","NSR:Quay:53117",,"{""value"":""2025-01-30T18:41:00.000Z""}","{""value"":""2025-01-30T18:41:49.000Z""}","{""value"":""2025-01-30T18:41:00.000Z""}","{""value"":""2025-01-30T18:41:01.000Z""}",4
"SKY:Line:12","NSR:Quay:53117",,"{""value"":""2025-01-30T18:43:00.000Z""}","{""value"":""2025-01-30T18:45:21.000Z""}","{""value"":""2025-01-30T18:43:00.000Z""}","{""value"":""2025-01-30T18:43:25.000Z""}",4
"SKY:Line:11","NSR:Quay:53114",,"{""value"":""2025-01-30T18:45:00.000Z""}","{""value"":""2025-01-30T18:45:53.000Z""}","{""value"":""2025-01-30T18:45:00.000Z""}","{""value"":""2025-01-30T18:45:20.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T18:46:00.000Z""}","{""value"":""2025-01-30T18:46:39.000Z""}","{""value"":""2025-01-30T18:46:00.000Z""}","{""value"":""2025-01-30T18:46:13.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T18:46:00.000Z""}","{""value"":""2025-01-30T18:49:23.000Z""}","{""value"":""2025-01-30T18:46:00.000Z""}","{""value"":""2025-01-30T18:48:49.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T18:51:00.000Z""}","{""value"":""2025-01-30T18:51:54.000Z""}","{""value"":""2025-01-30T18:51:00.000Z""}","{""value"":""2025-01-30T18:51:22.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T18:51:00.000Z""}","{""value"":""2025-01-30T18:52:35.000Z""}","{""value"":""2025-01-30T18:51:00.000Z""}","{""value"":""2025-01-30T18:52:04.000Z""}",4
"SKY:Line:40","NSR:Quay:53119",,"{""value"":""2025-01-30T18:52:00.000Z""}","{""value"":""2025-01-30T19:01:09.000Z""}","{""value"":""2025-01-30T18:52:00.000Z""}","{""value"":""2025-01-30T19:00:41.000Z""}",4
"SKY:Line:19","NSR:Quay:53117",,"{""value"":""2025-01-30T18:53:00.000Z""}","{""value"":""2025-01-30T18:53:17.000Z""}","{""value"":""2025-01-30T18:53:00.000Z""}","{""value"":""2025-01-30T18:52:42.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T18:56:00.000Z""}","{""value"":""2025-01-30T18:59:46.000Z""}","{""value"":""2025-01-30T18:56:00.000Z""}","{""value"":""2025-01-30T18:59:17.000Z""}",4
"SKY:Line:10","NSR:Quay:53117",,"{""value"":""2025-01-30T18:56:00.000Z""}","{""value"":""2025-01-30T18:56:01.000Z""}","{""value"":""2025-01-30T18:56:00.000Z""}","{""value"":""2025-01-30T18:54:15.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T18:56:00.000Z""}","{""value"":""2025-01-30T19:02:51.000Z""}","{""value"":""2025-01-30T18:56:00.000Z""}","{""value"":""2025-01-30T19:02:14.000Z""}",4
"SKY:Line:15","NSR:Quay:53118",,"{""value"":""2025-01-30T19:00:00.000Z""}","{""value"":""2025-01-30T19:00:05.000Z""}",,,4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T19:01:00.000Z""}","{""value"":""2025-01-30T19:01:30.000Z""}","{""value"":""2025-01-30T19:01:00.000Z""}","{""value"":""2025-01-30T19:00:52.000Z""}",4
"SKY:Line:12","NSR:Quay:53117",,"{""value"":""2025-01-30T19:03:00.000Z""}","{""value"":""2025-01-30T19:03:18.000Z""}","{""value"":""2025-01-30T19:03:00.000Z""}","{""value"":""2025-01-30T19:03:01.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T19:04:00.000Z""}","{""value"":""2025-01-30T19:05:13.000Z""}","{""value"":""2025-01-30T19:04:00.000Z""}","{""value"":""2025-01-30T19:04:28.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T19:06:00.000Z""}","{""value"":""2025-01-30T19:08:29.000Z""}","{""value"":""2025-01-30T19:06:00.000Z""}","{""value"":""2025-01-30T19:07:59.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T19:06:00.000Z""}","{""value"":""2025-01-30T19:07:49.000Z""}","{""value"":""2025-01-30T19:06:00.000Z""}","{""value"":""2025-01-30T19:07:17.000Z""}",4
"SKY:Line:50E","NSR:Quay:53118",,"{""value"":""2025-01-30T19:09:00.000Z""}","{""value"":""2025-01-30T19:09:41.000Z""}","{""value"":""2025-01-30T19:09:00.000Z""}","{""value"":""2025-01-30T19:08:59.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T19:11:00.000Z""}","{""value"":""2025-01-30T19:17:26.000Z""}","{""value"":""2025-01-30T19:11:00.000Z""}","{""value"":""2025-01-30T19:16:59.000Z""}",4
"SKY:Line:10","NSR:Quay:53117",,"{""value"":""2025-01-30T19:11:00.000Z""}","{""value"":""2025-01-30T19:12:15.000Z""}","{""value"":""2025-01-30T19:11:00.000Z""}","{""value"":""2025-01-30T19:11:07.000Z""}",4
"SKY:Line:40","NSR:Quay:53119",,"{""value"":""2025-01-30T19:12:00.000Z""}","{""value"":""2025-01-30T19:11:46.000Z""}","{""value"":""2025-01-30T19:12:00.000Z""}","{""value"":""2025-01-30T19:10:19.000Z""}",4
"SKY:Line:19","NSR:Quay:53117",,"{""value"":""2025-01-30T19:13:00.000Z""}","{""value"":""2025-01-30T19:12:52.000Z""}","{""value"":""2025-01-30T19:13:00.000Z""}","{""value"":""2025-01-30T19:12:10.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T19:14:00.000Z""}","{""value"":""2025-01-30T19:14:45.000Z""}","{""value"":""2025-01-30T19:14:00.000Z""}","{""value"":""2025-01-30T19:14:00.000Z""}",4
"SKY:Line:11","NSR:Quay:53114",,"{""value"":""2025-01-30T19:15:00.000Z""}","{""value"":""2025-01-30T19:16:19.000Z""}","{""value"":""2025-01-30T19:15:00.000Z""}","{""value"":""2025-01-30T19:15:28.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T19:16:00.000Z""}","{""value"":""2025-01-30T19:16:01.000Z""}","{""value"":""2025-01-30T19:16:00.000Z""}","{""value"":""2025-01-30T19:15:27.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T19:16:00.000Z""}","{""value"":""2025-01-30T19:18:41.000Z""}","{""value"":""2025-01-30T19:16:00.000Z""}","{""value"":""2025-01-30T19:18:07.000Z""}",4
"SKY:Line:18","NSR:Quay:53118",,"{""value"":""2025-01-30T19:21:00.000Z""}","{""value"":""2025-01-30T19:20:24.000Z""}","{""value"":""2025-01-30T19:21:00.000Z""}","{""value"":""2025-01-30T19:19:47.000Z""}",4
"SKY:Line:12","NSR:Quay:53117",,"{""value"":""2025-01-30T19:23:00.000Z""}","{""value"":""2025-01-30T19:23:01.000Z""}","{""value"":""2025-01-30T19:23:00.000Z""}","{""value"":""2025-01-30T19:22:28.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T19:24:00.000Z""}","{""value"":""2025-01-30T19:24:23.000Z""}","{""value"":""2025-01-30T19:24:00.000Z""}",,4
"SKY:Line:10","NSR:Quay:53117",,"{""value"":""2025-01-30T19:26:00.000Z""}","{""value"":""2025-01-30T19:26:12.000Z""}","{""value"":""2025-01-30T19:26:00.000Z""}","{""value"":""2025-01-30T19:25:12.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T19:26:00.000Z""}","{""value"":""2025-01-30T19:30:17.000Z""}","{""value"":""2025-01-30T19:26:00.000Z""}","{""value"":""2025-01-30T19:29:33.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T19:26:00.000Z""}","{""value"":""2025-01-30T19:26:39.000Z""}","{""value"":""2025-01-30T19:26:00.000Z""}","{""value"":""2025-01-30T19:26:20.000Z""}",4
"SKY:Line:15","NSR:Quay:53118",,"{""value"":""2025-01-30T19:30:00.000Z""}","{""value"":""2025-01-30T19:30:55.000Z""}",,,4
"SKY:Line:40","NSR:Quay:53119",,"{""value"":""2025-01-30T19:32:00.000Z""}","{""value"":""2025-01-30T19:32:20.000Z""}","{""value"":""2025-01-30T19:32:00.000Z""}","{""value"":""2025-01-30T19:31:10.000Z""}",4
"SKY:Line:19","NSR:Quay:53117",,"{""value"":""2025-01-30T19:33:00.000Z""}","{""value"":""2025-01-30T19:37:58.000Z""}","{""value"":""2025-01-30T19:33:00.000Z""}","{""value"":""2025-01-30T19:37:09.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T19:34:00.000Z""}","{""value"":""2025-01-30T19:31:12.000Z""}","{""value"":""2025-01-30T19:34:00.000Z""}","{""value"":""2025-01-30T19:28:51.000Z""}",4
"SKY:Line:5","NSR:Quay:53118",,"{""value"":""2025-01-30T19:36:00.000Z""}","{""value"":""2025-01-30T19:39:50.000Z""}","{""value"":""2025-01-30T19:36:00.000Z""}","{""value"":""2025-01-30T19:39:02.000Z""}",4
"SKY:Line:3","NSR:Quay:53115",,"{""value"":""2025-01-30T19:39:00.000Z""}","{""value"":""2025-01-30T19:39:19.000Z""}","{""value"":""2025-01-30T19:39:00.000Z""}","{""value"":""2025-01-30T19:38:43.000Z""}",4
"SKY:Line:50E","NSR:Quay:53118",,"{""value"":""2025-01-30T19:39:00.000Z""}","{""value"":""2025-01-30T19:40:49.000Z""}","{""value"":""2025-01-30T19:39:00.000Z""}","{""value"":""2025-01-30T19:40:09.000Z""}",4
"SKY:Line:10","NSR:Quay:53117",,"{""value"":""2025-01-30T19:41:00.000Z""}","{""value"":""2025-01-30T19:41:26.000Z""}","{""value"":""2025-01-30T19:41:00.000Z""}","{""value"":""2025-01-30T19:40:23.000Z""}",4
"SKY:Line:12","NSR:Quay:53117",,"{""value"":""2025-01-30T19:43:00.000Z""}","{""value"":""2025-01-30T19:42:41.000Z""}","{""value"":""2025-01-30T19:43:00.000Z""}","{""value"":""2025-01-30T19:42:05.000Z""}",4
"SKY:Line:11","NSR:Quay:53114",,"{""value"":""2025-01-30T19:45:00.000Z""}","{""value"":""2025-01-30T19:46:25.000Z""}","{""value"":""2025-01-30T19:45:00.000Z""}","{""value"":""2025-01-30T19:45:44.000Z""}",4
"SKY:Line:6","NSR:Quay:53117",,"{""value"":""2025-01-30T19:46:00.000Z""}","{""value"":""2025-01-30T19:46:01.000Z""}","{""value"":""2025-01-30T19:46:00.000Z""}","{""value"":""2025-01-30T19:44:51.000Z""}",4
"SKY:Line:4","NSR:Quay:53118",,"{""value"":""2025-01-30T19:46:00.000Z""}","{""value"":""2025-01-30T19:49:10.000Z""}","{""value"":""2025-01-30T19:46:00.000Z""}","{""value"":""2025-01-30T19:48:29.000Z""}",4
"SKY:Line:40","NSR:Quay:53119",,"{""value"":""2025-01-30T19:52:00.000Z""}","{""value"":""2025-01-30T19:52:05.000Z""}","{""value"":""2025-01-30T19:52:00.000Z""}","{""value"":""2025-01-30T19:50:47.000Z""}",4
