"lineRef","stopPointRef","serviceJourneyId","aimedDepartureTime","departureTime","aimedArrivalTime","arrivalTime","dayOfTheWeek","operatingDate","directionRef","sequenceNr"
"SKY:Line:6","NSR:Quay:53898","18004484_185541","2025-01-27T15:47:00.000Z","2025-01-27T15:47:02.000Z","2025-01-27T15:47:00.000Z","2025-01-27T15:46:47.000Z",1,"2025-01-27","1",12
"SKY:Line:16E","NSR:Quay:53898","18005653_185556","2025-01-27T15:48:00.000Z","2025-01-27T15:54:05.000Z","2025-01-27T15:48:00.000Z","2025-01-27T15:53:50.000Z",1,"2025-01-27","1",22
"SKY:Line:6","NSR:Quay:53899","18004580_185541","2025-01-27T15:49:00.000Z","2025-01-27T15:51:09.000Z","2025-01-27T15:49:00.000Z","2025-01-27T15:50:43.000Z",1,"2025-01-27","2",19
"SKY:Line:16E","NSR:Quay:53899","18005715_185556","2025-01-27T15:51:00.000Z","2025-01-27T15:53:30.000Z","2025-01-27T15:51:00.000Z","2025-01-27T15:53:02.000Z",1,"2025-01-27","2",19
"SKY:Line:5","NSR:Quay:53898","18186417_186818","2025-01-27T15:52:00.000Z","2025-01-27T15:52:53.000Z","2025-01-27T15:52:00.000Z","2025-01-27T15:52:38.000Z",1,"2025-01-27","1",10
"SKY:Line:12","NSR:Quay:53898","18004765_185543","2025-01-27T15:52:00.000Z","2025-01-27T15:52:01.000Z","2025-01-27T15:52:00.000Z","2025-01-27T15:51:51.000Z",1,"2025-01-27","2",17
"SKY:Line:12","NSR:Quay:53899","18004716_185543","2025-01-27T15:54:00.000Z","2025-01-27T15:55:08.000Z","2025-01-27T15:54:00.000Z","2025-01-27T15:54:46.000Z",1,"2025-01-27","1",24
"SKY:Line:5","NSR:Quay:53899","18186519_186818","2025-01-27T15:56:00.000Z","2025-01-27T15:59:30.000Z","2025-01-27T15:56:00.000Z",,1,"2025-01-27","2",24
"SKY:Line:6","NSR:Quay:53898","18004485_185541","2025-01-27T15:57:00.000Z","2025-01-27T16:05:33.000Z","2025-01-27T15:57:00.000Z","2025-01-27T16:05:02.000Z",1,"2025-01-27","1",12
"SKY:Line:6","NSR:Quay:53899","18004581_185541","2025-01-27T15:59:00.000Z","2025-01-27T16:00:29.000Z","2025-01-27T15:59:00.000Z","2025-01-27T16:00:00.000Z",1,"2025-01-27","2",19
"SKY:Line:16E","NSR:Quay:53899","18005716_185556","2025-01-27T16:01:00.000Z","2025-01-27T16:04:11.000Z","2025-01-27T16:01:00.000Z","2025-01-27T16:03:38.000Z",1,"2025-01-27","2",19
"SKY:Line:5","NSR:Quay:53898","18186418_186818","2025-01-27T16:02:00.000Z","2025-01-27T16:04:03.000Z","2025-01-27T16:02:00.000Z","2025-01-27T16:03:48.000Z",1,"2025-01-27","1",10
"SKY:Line:5","NSR:Quay:53899","18186520_186818","2025-01-27T16:06:00.000Z","2025-01-27T16:09:09.000Z","2025-01-27T16:06:00.000Z","2025-01-27T16:08:44.000Z",1,"2025-01-27","2",24
"SKY:Line:6","NSR:Quay:53898","18004486_185541","2025-01-27T16:07:00.000Z","2025-01-27T16:07:19.000Z","2025-01-27T16:07:00.000Z","2025-01-27T16:06:59.000Z",1,"2025-01-27","1",12
"SKY:Line:16E","NSR:Quay:53898","18005654_185556","2025-01-27T16:08:00.000Z","2025-01-27T16:09:16.000Z","2025-01-27T16:08:00.000Z","2025-01-27T16:08:58.000Z",1,"2025-01-27","1",22
"SKY:Line:6","NSR:Quay:53899","18004582_185541","2025-01-27T16:09:00.000Z","2025-01-27T16:08:37.000Z","2025-01-27T16:09:00.000Z","2025-01-27T16:08:07.000Z",1,"2025-01-27","2",19
"SKY:Line:16E","NSR:Quay:53899","18005717_185556","2025-01-27T16:11:00.000Z","2025-01-27T16:11:19.000Z","2025-01-27T16:11:00.000Z","2025-01-27T16:11:04.000Z",1,"2025-01-27","2",19
"SKY:Line:12","NSR:Quay:53898","18004766_185543","2025-01-27T16:12:00.000Z",,"2025-01-27T16:12:00.000Z",,1,"2025-01-27","2",17
"SKY:Line:5","NSR:Quay:53898","18186419_186818","2025-01-27T16:12:00.000Z","2025-01-27T16:14:15.000Z","2025-01-27T16:12:00.000Z","2025-01-27T16:14:00.000Z",1,"2025-01-27","1",10
"SKY:Line:12","NSR:Quay:53899","18004718_185543","2025-01-27T16:14:00.000Z","2025-01-27T16:15:58.000Z","2025-01-27T16:14:00.000Z","2025-01-27T16:15:33.000Z",1,"2025-01-27","1",24
"SKY:Line:5","NSR:Quay:53899","18186521_186818","2025-01-27T16:16:00.000Z","2025-01-27T16:19:43.000Z","2025-01-27T16:16:00.000Z","2025-01-27T16:19:17.000Z",1,"2025-01-27","2",24
"SKY:Line:6","NSR:Quay:53898","18004487_185541","2025-01-27T16:17:00.000Z","2025-01-27T16:17:28.000Z","2025-01-27T16:17:00.000Z","2025-01-27T16:17:11.000Z",1,"2025-01-27","1",12
"SKY:Line:6","NSR:Quay:53899","18004583_185541","2025-01-27T16:19:00.000Z","2025-01-27T16:21:53.000Z","2025-01-27T16:19:00.000Z","2025-01-27T16:21:24.000Z",1,"2025-01-27","2",19
"SKY:Line:16E","NSR:Quay:53899","18005718_185556","2025-01-27T16:21:00.000Z","2025-01-27T16:21:14.000Z","2025-01-27T16:21:00.000Z","2025-01-27T16:20:51.000Z",1,"2025-01-27","2",19
"SKY:Line:5","NSR:Quay:53898","18186420_186818","2025-01-27T16:22:00.000Z","2025-01-27T16:23:20.000Z","2025-01-27T16:22:00.000Z","2025-01-27T16:23:07.000Z",1,"2025-01-27","1",10
"SKY:Line:5","NSR:Quay:53899","18186522_186818","2025-01-27T16:26:00.000Z","2025-01-27T16:29:05.000Z","2025-01-27T16:26:00.000Z","2025-01-27T16:28:37.000Z",1,"2025-01-27","2",24
"SKY:Line:6","NSR:Quay:53898","18004488_185541","2025-01-27T16:27:00.000Z","2025-01-27T16:30:33.000Z","2025-01-27T16:27:00.000Z","2025-01-27T16:29:39.000Z",1,"2025-01-27","1",12
"SKY:Line:16E","NSR:Quay:53898","18005655_185556","2025-01-27T16:28:00.000Z","2025-01-27T16:29:38.000Z","2025-01-27T16:28:00.000Z","2025-01-27T16:29:18.000Z",1,"2025-01-27","1",22
"SKY:Line:6","NSR:Quay:53899","18004584_185541","2025-01-27T16:29:00.000Z","2025-01-27T16:31:27.000Z","2025-01-27T16:29:00.000Z","2025-01-27T16:31:02.000Z",1,"2025-01-27","2",19
"SKY:Line:5","NSR:Quay:53898","18186421_186818","2025-01-27T16:32:00.000Z","2025-01-27T16:33:02.000Z","2025-01-27T16:32:00.000Z","2025-01-27T16:32:31.000Z",1,"2025-01-27","1",10
"SKY:Line:12","NSR:Quay:53898","18004793_185543","2025-01-27T16:32:00.000Z","2025-01-27T16:32:04.000Z","2025-01-27T16:32:00.000Z","2025-01-27T16:31:42.000Z",1,"2025-01-27","2",17
"SKY:Line:5","NSR:Quay:53899","18186523_186818","2025-01-27T16:36:00.000Z","2025-01-27T16:36:45.000Z","2025-01-27T16:36:00.000Z","2025-01-27T16:36:23.000Z",1,"2025-01-27","2",24
"SKY:Line:6","NSR:Quay:53898","18004489_185541","2025-01-27T16:37:00.000Z","2025-01-27T16:39:34.000Z","2025-01-27T16:37:00.000Z","2025-01-27T16:39:09.000Z",1,"2025-01-27","1",12
"SKY:Line:12","NSR:Quay:53899","18004719_185543","2025-01-27T16:39:00.000Z","2025-01-27T16:38:55.000Z","2025-01-27T16:39:00.000Z","2025-01-27T16:38:18.000Z",1,"2025-01-27","1",24
"SKY:Line:6","NSR:Quay:53899","18004585_185541","2025-01-27T16:39:00.000Z","2025-01-27T16:48:23.000Z","2025-01-27T16:39:00.000Z","2025-01-27T16:48:00.000Z",1,"2025-01-27","2",19
"SKY:Line:16E","NSR:Quay:53899","18005719_185556","2025-01-27T16:41:00.000Z","2025-01-27T16:45:47.000Z","2025-01-27T16:41:00.000Z","2025-01-27T16:45:06.000Z",1,"2025-01-27","2",19
"SKY:Line:5","NSR:Quay:53898","18186422_186818","2025-01-27T16:42:00.000Z","2025-01-27T16:43:46.000Z","2025-01-27T16:42:00.000Z",,1,"2025-01-27","1",10
"SKY:Line:5","NSR:Quay:53899","18186524_186818","2025-01-27T16:46:00.000Z","2025-01-27T16:47:30.000Z","2025-01-27T16:46:00.000Z","2025-01-27T16:47:09.000Z",1,"2025-01-27","2",24
"SKY:Line:6","NSR:Quay:53898","18004490_185541","2025-01-27T16:47:00.000Z","2025-01-27T16:49:12.000Z","2025-01-27T16:47:00.000Z","2025-01-27T16:48:50.000Z",1,"2025-01-27","1",12
"SKY:Line:16E","NSR:Quay:53898","18005656_185556","2025-01-27T16:48:00.000Z","2025-01-27T16:48:16.000Z","2025-01-27T16:48:00.000Z","2025-01-27T16:47:57.000Z",1,"2025-01-27","1",22
"SKY:Line:6","NSR:Quay:53899","18004586_185541","2025-01-27T16:49:00.000Z","2025-01-27T16:48:57.000Z","2025-01-27T16:49:00.000Z","2025-01-27T16:48:30.000Z",1,"2025-01-27","2",19
"SKY:Line:5","NSR:Quay:53898","18186423_186818","2025-01-27T16:52:00.000Z","2025-01-27T16:54:56.000Z","2025-01-27T16:52:00.000Z","2025-01-27T16:54:41.000Z",1,"2025-01-27","1",10
"SKY:Line:5","NSR:Quay:53899","18186525_186818","2025-01-27T16:56:00.000Z","2025-01-27T16:57:31.000Z","2025-01-27T16:56:00.000Z","2025-01-27T16:57:01.000Z",1,"2025-01-27","2",24
"SKY:Line:6","NSR:Quay:53898","18004491_185541","2025-01-27T16:57:00.000Z","2025-01-27T16:57:23.000Z","2025-01-27T16:57:00.000Z","2025-01-27T16:57:07.000Z",1,"2025-01-27","1",12
"SKY:Line:12","NSR:Quay:53898","18004767_185543","2025-01-27T16:57:00.000Z","2025-01-27T16:58:44.000Z","2025-01-27T16:57:00.000Z","2025-01-27T16:58:27.000Z",1,"2025-01-27","2",17
"SKY:Line:6","NSR:Quay:53899","18004587_185541","2025-01-27T16:59:00.000Z","2025-01-27T17:09:47.000Z","2025-01-27T16:59:00.000Z","2025-01-27T17:09:20.000Z",1,"2025-01-27","2",19
"SKY:Line:12","NSR:Quay:53899","18004720_185543","2025-01-27T16:59:00.000Z","2025-01-27T17:01:14.000Z","2025-01-27T16:59:00.000Z","2025-01-27T17:00:50.000Z",1,"2025-01-27","1",24
"SKY:Line:16E","NSR:Quay:53899","18005720_185556","2025-01-27T17:01:00.000Z","2025-01-27T17:02:01.000Z","2025-01-27T17:01:00.000Z","2025-01-27T17:01:36.000Z",1,"2025-01-27","2",19
"SKY:Line:5","NSR:Quay:53898","18186424_186818","2025-01-27T17:02:00.000Z","2025-01-27T17:03:53.000Z","2025-01-27T17:02:00.000Z","2025-01-27T17:03:39.000Z",1,"2025-01-27","1",10
"SKY:Line:5","NSR:Quay:53899","18186526_186818","2025-01-27T17:06:00.000Z","2025-01-27T17:10:12.000Z","2025-01-27T17:06:00.000Z","2025-01-27T17:09:30.000Z",1,"2025-01-27","2",24
"SKY:Line:6","NSR:Quay:53898","18004492_185541","2025-01-27T17:07:00.000Z","2025-01-27T17:11:43.000Z","2025-01-27T17:07:00.000Z","2025-01-27T17:11:27.000Z",1,"2025-01-27","1",12
"SKY:Line:16E","NSR:Quay:53898","18005657_185556","2025-01-27T17:08:00.000Z","2025-01-27T17:09:08.000Z","2025-01-27T17:08:00.000Z","2025-01-27T17:08:44.000Z",1,"2025-01-27","1",22
"SKY:Line:6","NSR:Quay:53899","18004588_185541","2025-01-27T17:09:00.000Z","2025-01-27T17:10:36.000Z","2025-01-27T17:09:00.000Z","2025-01-27T17:09:55.000Z",1,"2025-01-27","2",19
"SKY:Line:5","NSR:Quay:53898","18186425_186818","2025-01-27T17:12:00.000Z","2025-01-27T17:12:24.000Z","2025-01-27T17:12:00.000Z","2025-01-27T17:12:24.000Z",1,"2025-01-27","1",10
"SKY:Line:5","NSR:Quay:53899","18186527_186818","2025-01-27T17:16:00.000Z","2025-01-27T17:23:26.000Z","2025-01-27T17:16:00.000Z","2025-01-27T17:23:10.000Z",1,"2025-01-27","2",24
"SKY:Line:6","NSR:Quay:53898","18004493_185541","2025-01-27T17:17:00.000Z","2025-01-27T17:17:20.000Z","2025-01-27T17:17:00.000Z","2025-01-27T17:17:04.000Z",1,"2025-01-27","1",12
"SKY:Line:12","NSR:Quay:53898","18004768_185543","2025-01-27T17:17:00.000Z","2025-01-27T17:16:49.000Z","2025-01-27T17:17:00.000Z","2025-01-27T17:16:19.000Z",1,"2025-01-27","2",17
"SKY:Line:6","NSR:Quay:53899","18004589_185541","2025-01-27T17:19:00.000Z","2025-01-27T17:17:56.000Z","2025-01-27T17:19:00.000Z","2025-01-27T17:17:36.000Z",1,"2025-01-27","2",19
"SKY:Line:12","NSR:Quay:53899","18004721_185543","2025-01-27T17:19:00.000Z","2025-01-27T17:22:15.000Z","2025-01-27T17:19:00.000Z","2025-01-27T17:21:51.000Z",1,"2025-01-27","1",24
"SKY:Line:16E","NSR:Quay:53899","18005721_185556","2025-01-27T17:21:00.000Z","2025-01-27T17:23:53.000Z","2025-01-27T17:21:00.000Z","2025-01-27T17:23:27.000Z",1,"2025-01-27","2",19
"SKY:Line:5","NSR:Quay:53898","18186426_186818","2025-01-27T17:22:00.000Z","2025-01-27T17:25:36.000Z","2025-01-27T17:22:00.000Z","2025-01-27T17:25:05.000Z",1,"2025-01-27","1",10
"SKY:Line:5","NSR:Quay:53899","18186528_186818","2025-01-27T17:26:00.000Z","2025-01-27T17:29:36.000Z","2025-01-27T17:26:00.000Z","2025-01-27T17:29:14.000Z",1,"2025-01-27","2",24
"SKY:Line:6","NSR:Quay:53898","18004494_185541","2025-01-27T17:27:00.000Z","2025-01-27T17:33:06.000Z","2025-01-27T17:27:00.000Z","2025-01-27T17:32:50.000Z",1,"2025-01-27","1",12
"SKY:Line:16E","NSR:Quay:53898","18005658_185556","2025-01-27T17:28:00.000Z","2025-01-27T17:31:31.000Z","2025-01-27T17:28:00.000Z","2025-01-27T17:31:06.000Z",1,"2025-01-27","1",22
"SKY:Line:6","NSR:Quay:53899","18004590_185541","2025-01-27T17:29:00.000Z","2025-01-27T17:29:43.000Z","2025-01-27T17:29:00.000Z","2025-01-27T17:29:21.000Z",1,"2025-01-27","2",19
"SKY:Line:5","NSR:Quay:53898","18186427_186818","2025-01-27T17:32:00.000Z","2025-01-27T17:33:00.000Z","2025-01-27T17:32:00.000Z","2025-01-27T17:32:46.000Z",1,"2025-01-27","1",10
"SKY:Line:5","NSR:Quay:53899","18186529_186818","2025-01-27T17:36:00.000Z","2025-01-27T17:38:24.000Z","2025-01-27T17:36:00.000Z","2025-01-27T17:37:58.000Z",1,"2025-01-27","2",24
"SKY:Line:12","NSR:Quay:53898","18004791_185543","2025-01-27T17:37:00.000Z",,"2025-01-27T17:37:00.000Z",,1,"2025-01-27","2",17
"SKY:Line:6","NSR:Quay:53898","18004495_185541","2025-01-27T17:37:00.000Z","2025-01-27T17:37:01.000Z","2025-01-27T17:37:00.000Z","2025-01-27T17:36:39.000Z",1,"2025-01-27","1",12
"SKY:Line:12","NSR:Quay:53899","18004722_185543","2025-01-27T17:39:00.000Z","2025-01-27T17:38:23.000Z","2025-01-27T17:39:00.000Z","2025-01-27T17:37:54.000Z",1,"2025-01-27","1",24
"SKY:Line:6","NSR:Quay:53899","18004591_185541","2025-01-27T17:39:00.000Z","2025-01-27T17:43:52.000Z","2025-01-27T17:39:00.000Z","2025-01-27T17:43:33.000Z",1,"2025-01-27","2",19
"SKY:Line:16E","NSR:Quay:53899","18005748_185556","2025-01-27T17:41:00.000Z","2025-01-27T17:43:08.000Z","2025-01-27T17:41:00.000Z","2025-01-27T17:42:55.000Z",1,"2025-01-27","2",19
"SKY:Line:5","NSR:Quay:53898","18186428_186818","2025-01-27T17:42:00.000Z","2025-01-27T17:47:37.000Z","2025-01-27T17:42:00.000Z","2025-01-27T17:47:17.000Z",1,"2025-01-27","1",10
"SKY:Line:5","NSR:Quay:53899","18186530_186818","2025-01-27T17:46:00.000Z","2025-01-27T17:47:08.000Z","2025-01-27T17:46:00.000Z","2025-01-27T17:46:45.000Z",1,"2025-01-27","2",24
"SKY:Line:6","NSR:Quay:53898","18004496_185541","2025-01-27T17:47:00.000Z","2025-01-27T17:47:40.000Z","2025-01-27T17:47:00.000Z","2025-01-27T17:47:19.000Z",1,"2025-01-27","1",12
"SKY:Line:6","NSR:Quay:53899","18004592_185541","2025-01-27T17:49:00.000Z","2025-01-27T17:52:46.000Z","2025-01-27T17:49:00.000Z","2025-01-27T17:52:18.000Z",1,"2025-01-27","2",19
"SKY:Line:5","NSR:Quay:53898","18186429_186818","2025-01-27T17:52:00.000Z","2025-01-27T17:52:52.000Z","2025-01-27T17:52:00.000Z","2025-01-27T17:52:36.000Z",1,"2025-01-27","1",10
"SKY:Line:5","NSR:Quay:53899","18186531_186818","2025-01-27T17:56:00.000Z","2025-01-27T18:00:42.000Z","2025-01-27T17:56:00.000Z","2025-01-27T18:00:12.000Z",1,"2025-01-27","2",24
"SKY:Line:12","NSR:Quay:53898","18004769_185543","2025-01-27T17:57:00.000Z","2025-01-27T17:58:01.000Z","2025-01-27T17:57:00.000Z","2025-01-27T17:57:38.000Z",1,"2025-01-27","2",17
"SKY:Line:6","NSR:Quay:53898","18004497_185541","2025-01-27T17:57:00.000Z","2025-01-27T18:01:03.000Z","2025-01-27T17:57:00.000Z","2025-01-27T18:00:43.000Z",1,"2025-01-27","1",12
"SKY:Line:16E","NSR:Quay:53898","18005659_185556","2025-01-27T17:58:00.000Z","2025-01-27T17:58:01.000Z","2025-01-27T17:58:00.000Z","2025-01-27T17:57:38.000Z",1,"2025-01-27","1",22
"SKY:Line:12","NSR:Quay:53899","18004723_185543","2025-01-27T17:59:00.000Z","2025-01-27T17:59:25.000Z","2025-01-27T17:59:00.000Z","2025-01-27T17:58:51.000Z",1,"2025-01-27","1",24
"SKY:Line:6","NSR:Quay:53899","18004593_185541","2025-01-27T17:59:00.000Z","2025-01-27T17:59:26.000Z","2025-01-27T17:59:00.000Z","2025-01-27T17:58:59.000Z",1,"2025-01-27","2",19
"SKY:Line:16E","NSR:Quay:53899","18005722_185556","2025-01-27T18:01:00.000Z","2025-01-27T18:03:45.000Z","2025-01-27T18:01:00.000Z","2025-01-27T18:03:21.000Z",1,"2025-01-27","2",19
"SKY:Line:5","NSR:Quay:53898","18186430_186818","2025-01-27T18:02:00.000Z","2025-01-27T18:01:46.000Z","2025-01-27T18:02:00.000Z","2025-01-27T18:01:46.000Z",1,"2025-01-27","1",10
"SKY:Line:5","NSR:Quay:53899","18186532_186818","2025-01-27T18:06:00.000Z","2025-01-27T18:07:30.000Z","2025-01-27T18:06:00.000Z","2025-01-27T18:07:11.000Z",1,"2025-01-27","2",24
"SKY:Line:6","NSR:Quay:53898","18004498_185541","2025-01-27T18:07:00.000Z","2025-01-27T18:09:30.000Z","2025-01-27T18:07:00.000Z","2025-01-27T18:09:11.000Z",1,"2025-01-27","1",12
"SKY:Line:6","NSR:Quay:53899","18004594_185541","2025-01-27T18:09:00.000Z","2025-01-27T18:09:13.000Z","2025-01-27T18:09:00.000Z","2025-01-27T18:08:54.000Z",1,"2025-01-27","2",19
"SKY:Line:5","NSR:Quay:53898","18186431_186818","2025-01-27T18:12:00.000Z","2025-01-27T18:12:28.000Z","2025-01-27T18:12:00.000Z","2025-01-27T18:12:12.000Z",1,"2025-01-27","1",10
"SKY:Line:5","NSR:Quay:53899","18186533_186818","2025-01-27T18:16:00.000Z","2025-01-27T18:17:30.000Z","2025-01-27T18:16:00.000Z","2025-01-27T18:17:00.000Z",1,"2025-01-27","2",24
"SKY:Line:12","NSR:Quay:53898","18004770_185543","2025-01-27T18:17:00.000Z","2025-01-27T18:19:42.000Z","2025-01-27T18:17:00.000Z","2025-01-27T18:19:29.000Z",1,"2025-01-27","2",17
"SKY:Line:6","NSR:Quay:53898","18004499_185541","2025-01-27T18:17:00.000Z","2025-01-27T18:21:07.000Z","2025-01-27T18:17:00.000Z","2025-01-27T18:20:45.000Z",1,"2025-01-27","1",12
"SKY:Line:6","NSR:Quay:53899","18004595_185541","2025-01-27T18:19:00.000Z","2025-01-27T18:19:36.000Z","2025-01-27T18:19:00.000Z","2025-01-27T18:19:12.000Z",1,"2025-01-27","2",19
"SKY:Line:12","NSR:Quay:53899","18004724_185543","2025-01-27T18:19:00.000Z","2025-01-27T18:21:31.000Z","2025-01-27T18:19:00.000Z","2025-01-27T18:21:05.000Z",1,"2025-01-27","1",24
"SKY:Line:16E","NSR:Quay:53899","18005723_185556","2025-01-27T18:21:00.000Z","2025-01-27T18:26:54.000Z","2025-01-27T18:21:00.000Z","2025-01-27T18:26:31.000Z",1,"2025-01-27","2",19
"SKY:Line:5","NSR:Quay:53898","18186432_186818","2025-01-27T18:22:00.000Z","2025-01-27T18:22:56.000Z","2025-01-27T18:22:00.000Z","2025-01-27T18:22:44.000Z",1,"2025-01-27","1",10
"SKY:Line:5","NSR:Quay:53899","18186534_186818","2025-01-27T18:26:00.000Z","2025-01-27T18:27:19.000Z","2025-01-27T18:26:00.000Z","2025-01-27T18:26:56.000Z",1,"2025-01-27","2",24
"SKY:Line:6","NSR:Quay:53898","18004500_185541","2025-01-27T18:27:00.000Z","2025-01-27T18:28:36.000Z","2025-01-27T18:27:00.000Z","2025-01-27T18:27:57.000Z",1,"2025-01-27","1",12
"SKY:Line:16E","NSR:Quay:53898","18005660_185556","2025-01-27T18:28:00.000Z","2025-01-27T18:27:56.000Z","2025-01-27T18:28:00.000Z","2025-01-27T18:27:41.000Z",1,"2025-01-27","1",22
"SKY:Line:6","NSR:Quay:53899","18004596_185541","2025-01-27T18:29:00.000Z","2025-01-27T18:29:01.000Z","2025-01-27T18:29:00.000Z","2025-01-27T18:28:33.000Z",1,"2025-01-27","2",19
"SKY:Line:5","NSR:Quay:53898","18186433_186818","2025-01-27T18:32:00.000Z","2025-01-27T18:32:05.000Z","2025-01-27T18:32:00.000Z","2025-01-27T18:32:05.000Z",1,"2025-01-27","1",10
"SKY:Line:5","NSR:Quay:53899","18186535_186818","2025-01-27T18:36:00.000Z","2025-01-27T18:36:12.000Z","2025-01-27T18:36:00.000Z","2025-01-27T18:35:50.000Z",1,"2025-01-27","2",24
"SKY:Line:12","NSR:Quay:53898","18004792_185543","2025-01-27T18:37:00.000Z","2025-01-27T18:36:50.000Z","2025-01-27T18:37:00.000Z","2025-01-27T18:36:50.000Z",1,"2025-01-27","2",17
"SKY:Line:6","NSR:Quay:53898","18004501_185541","2025-01-27T18:37:00.000Z","2025-01-27T18:37:30.000Z","2025-01-27T18:37:00.000Z","2025-01-27T18:37:11.000Z",1,"2025-01-27","1",12
"SKY:Line:6","NSR:Quay:53899","18004597_185541","2025-01-27T18:39:00.000Z","2025-01-27T18:40:54.000Z","2025-01-27T18:39:00.000Z","2025-01-27T18:40:30.000Z",1,"2025-01-27","2",19
"SKY:Line:12","NSR:Quay:53899","18004725_185543","2025-01-27T18:39:00.000Z","2025-01-27T18:39:01.000Z","2025-01-27T18:39:00.000Z","2025-01-27T18:37:41.000Z",1,"2025-01-27","1",24
"SKY:Line:5","NSR:Quay:53898","18186434_186818","2025-01-27T18:42:00.000Z","2025-01-27T18:42:01.000Z","2025-01-27T18:42:00.000Z","2025-01-27T18:41:46.000Z",1,"2025-01-27","1",10
"SKY:Line:5","NSR:Quay:53899","18186536_186818","2025-01-27T18:46:00.000Z","2025-01-27T18:53:19.000Z","2025-01-27T18:46:00.000Z","2025-01-27T18:52:49.000Z",1,"2025-01-27","2",24
"SKY:Line:6","NSR:Quay:53898","18004502_185541","2025-01-27T18:47:00.000Z","2025-01-27T18:48:16.000Z","2025-01-27T18:47:00.000Z","2025-01-27T18:48:00.000Z",1,"2025-01-27","1",12
"SKY:Line:16E","NSR:Quay:53898","18005744_185556","2025-01-27T18:47:00.000Z","2025-01-27T18:48:27.000Z","2025-01-27T18:47:00.000Z","2025-01-27T18:48:20.000Z",1,"2025-01-27","1",22
"SKY:Line:6","NSR:Quay:53899","18004598_185541","2025-01-27T18:49:00.000Z","2025-01-27T18:46:23.000Z","2025-01-27T18:49:00.000Z","2025-01-27T18:45:50.000Z",1,"2025-01-27","2",19
"SKY:Line:16E","NSR:Quay:53899","18005724_185556","2025-01-27T18:50:00.000Z","2025-01-27T18:51:56.000Z","2025-01-27T18:50:00.000Z","2025-01-27T18:51:43.000Z",1,"2025-01-27","2",19
"SKY:Line:5","NSR:Quay:53898","18186435_186818","2025-01-27T18:52:00.000Z","2025-01-27T18:52:38.000Z","2025-01-27T18:52:00.000Z","2025-01-27T18:52:27.000Z",1,"2025-01-27","1",10
"SKY:Line:5","NSR:Quay:53899","18186537_186818","2025-01-27T18:56:00.000Z","2025-01-27T18:57:40.000Z","2025-01-27T18:56:00.000Z","2025-01-27T18:57:16.000Z",1,"2025-01-27","2",24
"SKY:Line:6","NSR:Quay:53898","18004503_185541","2025-01-27T18:57:00.000Z","2025-01-27T18:57:02.000Z","2025-01-27T18:57:00.000Z","2025-01-27T18:56:47.000Z",1,"2025-01-27","1",12
"SKY:Line:12","NSR:Quay:53898","18004771_185543","2025-01-27T18:57:00.000Z","2025-01-27T18:59:06.000Z","2025-01-27T18:57:00.000Z","2025-01-27T18:58:49.000Z",1,"2025-01-27","2",17
"SKY:Line:6","NSR:Quay:53899","18004599_185541","2025-01-27T18:59:00.000Z","2025-01-27T18:58:45.000Z","2025-01-27T18:59:00.000Z","2025-01-27T18:58:04.000Z",1,"2025-01-27","2",19
"SKY:Line:12","NSR:Quay:53899","18004726_185543","2025-01-27T18:59:00.000Z","2025-01-27T18:59:25.000Z","2025-01-27T18:59:00.000Z","2025-01-27T18:59:11.000Z",1,"2025-01-27","1",24
"SKY:Line:5","NSR:Quay:53898","18186436_186818","2025-01-27T19:02:00.000Z","2025-01-27T19:03:07.000Z","2025-01-27T19:02:00.000Z","2025-01-27T19:02:55.000Z",1,"2025-01-27","1",10
"SKY:Line:5","NSR:Quay:53899","18186538_186818","2025-01-27T19:06:00.000Z","2025-01-27T19:07:23.000Z","2025-01-27T19:06:00.000Z","2025-01-27T19:06:45.000Z",1,"2025-01-27","2",24
"SKY:Line:6","NSR:Quay:53898","18004504_185541","2025-01-27T19:07:00.000Z","2025-01-27T19:09:20.000Z","2025-01-27T19:07:00.000Z","2025-01-27T19:08:05.000Z",1,"2025-01-27","1",12
"SKY:Line:16E","NSR:Quay:53898","18005736_185556","2025-01-27T19:07:00.000Z","2025-01-27T19:07:15.000Z","2025-01-27T19:07:00.000Z","2025-01-27T19:07:10.000Z",1,"2025-01-27","1",22
"SKY:Line:6","NSR:Quay:53899","18004600_185541","2025-01-27T19:09:00.000Z","2025-01-27T19:10:23.000Z","2025-01-27T19:09:00.000Z","2025-01-27T19:09:55.000Z",1,"2025-01-27","2",19
"SKY:Line:5","NSR:Quay:53899","18186539_186818","2025-01-27T19:16:00.000Z","2025-01-27T19:17:40.000Z","2025-01-27T19:16:00.000Z","2025-01-27T19:16:51.000Z",1,"2025-01-27","2",24
"SKY:Line:6","NSR:Quay:53898","18004505_185541","2025-01-27T19:17:00.000Z","2025-01-27T19:16:52.000Z","2025-01-27T19:17:00.000Z","2025-01-27T19:16:31.000Z",1,"2025-01-27","1",12
"SKY:Line:12","NSR:Quay:53898","18004772_185543","2025-01-27T19:17:00.000Z","2025-01-27T19:17:14.000Z","2025-01-27T19:17:00.000Z","2025-01-27T19:16:59.000Z",1,"2025-01-27","2",17
"SKY:Line:12","NSR:Quay:53899","18004727_185543","2025-01-27T19:19:00.000Z","2025-01-27T19:19:01.000Z","2025-01-27T19:19:00.000Z","2025-01-27T19:18:11.000Z",1,"2025-01-27","1",24
